"ITTER107","Territory","TIPO_DATO_FOL","Data type","SEXISTAT1","Gender","ETA1","Age class","TITOLO_STUDIO","Highest level of education attained","CITTADINANZA","Citizenship","TIME","Select time","Value","Flag Codes","Flags"
"ITCD","Nord","ACT_R","activity rate","2","females","Y15-64","15-64 years","7","upper and post secondary","ITL","italian","2020","2020",69.308999,,
"ITCD","Nord","ACT_R","activity rate","2","females","Y15-64","15-64 years","7","upper and post secondary","ITL","italian","2021","2021",69.199085,,
"ITCD","Nord","ACT_R","activity rate","2","females","Y15-64","15-64 years","7","upper and post secondary","ITL","italian","2022","2022",70.653494,,
"ITCD","Nord","ACT_R","activity rate","2","females","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2018","2018",86.436339,,
"ITCD","Nord","ACT_R","activity rate","2","females","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2019","2019",86.292405,,
"ITCD","Nord","ACT_R","activity rate","2","females","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2020","2020",84.412558,,
"ITCD","Nord","ACT_R","activity rate","2","females","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2021","2021",86.138419,,
"ITCD","Nord","ACT_R","activity rate","2","females","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2022","2022",86.770252,,
"ITCD","Nord","ACT_R","activity rate","2","females","Y15-64","15-64 years","99","total","ITL","italian","2018","2018",65.462226,,
"ITCD","Nord","ACT_R","activity rate","2","females","Y15-64","15-64 years","99","total","ITL","italian","2018-Q2","Q2-2018",65.930576,,
"ITCD","Nord","ACT_R","activity rate","2","females","Y15-64","15-64 years","99","total","ITL","italian","2018-Q1","Q1-2018",65.480088,,
"ITCD","Nord","ACT_R","activity rate","2","females","Y15-64","15-64 years","99","total","ITL","italian","2018-Q4","Q4-2018",66.112434,,
"ITCD","Nord","ACT_R","activity rate","2","females","Y15-64","15-64 years","99","total","ITL","italian","2018-Q3","Q3-2018",64.326231,,
"ITCD","Nord","ACT_R","activity rate","2","females","Y15-64","15-64 years","99","total","ITL","italian","2019","2019",66.344066,,
"ITCD","Nord","ACT_R","activity rate","2","females","Y15-64","15-64 years","99","total","ITL","italian","2019-Q1","Q1-2019",66.457503,,
"ITCD","Nord","ACT_R","activity rate","2","females","Y15-64","15-64 years","99","total","ITL","italian","2019-Q2","Q2-2019",66.286231,,
"ITCD","Nord","ACT_R","activity rate","2","females","Y15-64","15-64 years","99","total","ITL","italian","2019-Q4","Q4-2019",67.061519,,
"ITCD","Nord","ACT_R","activity rate","2","females","Y15-64","15-64 years","99","total","ITL","italian","2019-Q3","Q3-2019",65.572163,,
"ITCD","Nord","ACT_R","activity rate","2","females","Y15-64","15-64 years","99","total","ITL","italian","2020","2020",64.529923,,
"ITCD","Nord","ACT_R","activity rate","2","females","Y15-64","15-64 years","99","total","ITL","italian","2020-Q2","Q2-2020",63.066659,,
"ITCD","Nord","ACT_R","activity rate","2","females","Y15-64","15-64 years","99","total","ITL","italian","2020-Q1","Q1-2020",65.865142,,
"ITCD","Nord","ACT_R","activity rate","2","females","Y15-64","15-64 years","99","total","ITL","italian","2020-Q3","Q3-2020",64.328358,,
"ITCD","Nord","ACT_R","activity rate","2","females","Y15-64","15-64 years","99","total","ITL","italian","2020-Q4","Q4-2020",64.859669,,
"ITCD","Nord","ACT_R","activity rate","2","females","Y15-64","15-64 years","99","total","ITL","italian","2021","2021",65.176674,,
"ITCD","Nord","ACT_R","activity rate","2","females","Y15-64","15-64 years","99","total","ITL","italian","2022","2022",66.110851,,
"ITCD","Nord","ACT_R","activity rate","2","females","Y15-64","15-64 years","99","total","ITL","italian","2021-Q1","Q1-2021",63.233567,,
"ITCD","Nord","ACT_R","activity rate","2","females","Y15-64","15-64 years","99","total","ITL","italian","2021-Q2","Q2-2021",65.48418,,
"ITCD","Nord","ACT_R","activity rate","2","females","Y15-64","15-64 years","99","total","ITL","italian","2021-Q3","Q3-2021",65.636894,,
"ITCD","Nord","ACT_R","activity rate","2","females","Y15-64","15-64 years","99","total","ITL","italian","2021-Q4","Q4-2021",66.364816,,
"ITCD","Nord","ACT_R","activity rate","2","females","Y15-64","15-64 years","99","total","ITL","italian","2022-Q1","Q1-2022",65.391926,,
"ITCD","Nord","ACT_R","activity rate","2","females","Y15-64","15-64 years","99","total","ITL","italian","2022-Q2","Q2-2022",66.52449,,
"ITCD","Nord","ACT_R","activity rate","2","females","Y15-64","15-64 years","99","total","ITL","italian","2022-Q3","Q3-2022",65.790465,,
"ITCD","Nord","ACT_R","activity rate","2","females","Y15-64","15-64 years","99","total","ITL","italian","2022-Q4","Q4-2022",66.73745,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","7","upper and post secondary","ITL","italian","2018","2018",77.75235,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","7","upper and post secondary","ITL","italian","2018-Q2","Q2-2018",78.512779,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","7","upper and post secondary","ITL","italian","2018-Q1","Q1-2018",77.984159,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","7","upper and post secondary","ITL","italian","2018-Q4","Q4-2018",77.692441,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","7","upper and post secondary","ITL","italian","2018-Q3","Q3-2018",76.852685,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","7","upper and post secondary","ITL","italian","2019","2019",78.047852,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","7","upper and post secondary","ITL","italian","2019-Q1","Q1-2019",78.791473,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","7","upper and post secondary","ITL","italian","2019-Q2","Q2-2019",78.509159,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","7","upper and post secondary","ITL","italian","2019-Q4","Q4-2019",78.177782,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","7","upper and post secondary","ITL","italian","2019-Q3","Q3-2019",76.739114,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","7","upper and post secondary","ITL","italian","2020","2020",75.89337,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","7","upper and post secondary","ITL","italian","2020-Q2","Q2-2020",74.173939,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","7","upper and post secondary","ITL","italian","2020-Q1","Q1-2020",77.381229,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","7","upper and post secondary","ITL","italian","2020-Q3","Q3-2020",75.530993,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","7","upper and post secondary","ITL","italian","2020-Q4","Q4-2020",76.497882,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","7","upper and post secondary","ITL","italian","2021","2021",76.125884,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","7","upper and post secondary","ITL","italian","2022","2022",77.425111,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","7","upper and post secondary","ITL","italian","2021-Q1","Q1-2021",74.595157,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","7","upper and post secondary","ITL","italian","2021-Q2","Q2-2021",75.637147,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","7","upper and post secondary","ITL","italian","2021-Q3","Q3-2021",76.438079,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","7","upper and post secondary","ITL","italian","2021-Q4","Q4-2021",77.816986,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","7","upper and post secondary","ITL","italian","2022-Q1","Q1-2022",77.45187,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","7","upper and post secondary","ITL","italian","2022-Q2","Q2-2022",77.740567,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","7","upper and post secondary","ITL","italian","2022-Q3","Q3-2022",76.666311,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","7","upper and post secondary","ITL","italian","2022-Q4","Q4-2022",77.852328,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2018","2018",88.124394,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2018-Q2","Q2-2018",88.740334,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2018-Q1","Q1-2018",88.023627,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2018-Q4","Q4-2018",88.302554,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2018-Q3","Q3-2018",87.41766,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2019","2019",88.023148,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2019-Q1","Q1-2019",88.115324,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2019-Q2","Q2-2019",88.373791,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2019-Q4","Q4-2019",88.252204,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2019-Q3","Q3-2019",87.336616,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2020","2020",86.1846,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2020-Q2","Q2-2020",85.365723,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2020-Q1","Q1-2020",87.391614,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2020-Q3","Q3-2020",85.624139,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2020-Q4","Q4-2020",86.324835,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2021","2021",87.397188,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2022","2022",88.222923,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2021-Q1","Q1-2021",86.827177,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2021-Q2","Q2-2021",87.933279,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2021-Q3","Q3-2021",86.536692,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2021-Q4","Q4-2021",88.297973,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2022-Q1","Q1-2022",88.020661,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2022-Q2","Q2-2022",88.456181,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2022-Q3","Q3-2022",87.148851,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2022-Q4","Q4-2022",89.241845,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","99","total","ITL","italian","2018","2018",72.108706,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","99","total","ITL","italian","2018-Q2","Q2-2018",72.486741,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","99","total","ITL","italian","2018-Q1","Q1-2018",71.85537,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","99","total","ITL","italian","2018-Q4","Q4-2018",72.540031,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","99","total","ITL","italian","2018-Q3","Q3-2018",71.553374,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","99","total","ITL","italian","2019","2019",72.466486,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","99","total","ITL","italian","2019-Q1","Q1-2019",72.654797,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","99","total","ITL","italian","2019-Q2","Q2-2019",72.398327,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","99","total","ITL","italian","2019-Q4","Q4-2019",72.7542,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","99","total","ITL","italian","2019-Q3","Q3-2019",72.058807,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","99","total","ITL","italian","2020","2020",70.649355,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","99","total","ITL","italian","2020-Q2","Q2-2020",69.42918,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","99","total","ITL","italian","2020-Q1","Q1-2020",71.787962,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","99","total","ITL","italian","2020-Q3","Q3-2020",70.717752,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","99","total","ITL","italian","2020-Q4","Q4-2020",70.663561,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","99","total","ITL","italian","2021","2021",70.980247,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","99","total","ITL","italian","2022","2022",72.058117,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","99","total","ITL","italian","2021-Q1","Q1-2021",69.462417,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","99","total","ITL","italian","2021-Q2","Q2-2021",71.043087,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","99","total","ITL","italian","2021-Q3","Q3-2021",71.422892,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","99","total","ITL","italian","2021-Q4","Q4-2021",72.003589,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","99","total","ITL","italian","2022-Q1","Q1-2022",71.408878,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","99","total","ITL","italian","2022-Q2","Q2-2022",72.312688,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","99","total","ITL","italian","2022-Q3","Q3-2022",72.017632,,
"ITCD","Nord","ACT_R","activity rate","9","total","Y15-64","15-64 years","99","total","ITL","italian","2022-Q4","Q4-2022",72.494167,,
"ITC","Nord-ovest","ACT_R","activity rate","1","males","Y15-64","15-64 years","7","upper and post secondary","ITL","italian","2018","2018",84.416718,,
"ITC","Nord-ovest","ACT_R","activity rate","1","males","Y15-64","15-64 years","7","upper and post secondary","ITL","italian","2019","2019",83.527743,,
"ITC","Nord-ovest","ACT_R","activity rate","1","males","Y15-64","15-64 years","7","upper and post secondary","ITL","italian","2020","2020",81.405702,,
"ITC","Nord-ovest","ACT_R","activity rate","1","males","Y15-64","15-64 years","7","upper and post secondary","ITL","italian","2021","2021",82.398621,,
"ITC","Nord-ovest","ACT_R","activity rate","1","males","Y15-64","15-64 years","7","upper and post secondary","ITL","italian","2022","2022",83.540687,,
"ITC","Nord-ovest","ACT_R","activity rate","1","males","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2018","2018",90.743441,,
"ITC","Nord-ovest","ACT_R","activity rate","1","males","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2019","2019",90.29851,,
"ITC","Nord-ovest","ACT_R","activity rate","1","males","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2020","2020",88.593061,,
"ITC","Nord-ovest","ACT_R","activity rate","1","males","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2021","2021",89.592354,,
"ITC","Nord-ovest","ACT_R","activity rate","1","males","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2022","2022",90.647785,,
"ITC","Nord-ovest","ACT_R","activity rate","1","males","Y15-64","15-64 years","99","total","ITL","italian","2018","2018",78.42807,,
"ITC","Nord-ovest","ACT_R","activity rate","1","males","Y15-64","15-64 years","99","total","ITL","italian","2018-Q2","Q2-2018",78.869449,,
"ITC","Nord-ovest","ACT_R","activity rate","1","males","Y15-64","15-64 years","99","total","ITL","italian","2018-Q1","Q1-2018",77.916109,,
"ITC","Nord-ovest","ACT_R","activity rate","1","males","Y15-64","15-64 years","99","total","ITL","italian","2018-Q4","Q4-2018",78.829707,,
"ITC","Nord-ovest","ACT_R","activity rate","1","males","Y15-64","15-64 years","99","total","ITL","italian","2018-Q3","Q3-2018",78.097191,,
"ITC","Nord-ovest","ACT_R","activity rate","1","males","Y15-64","15-64 years","99","total","ITL","italian","2019","2019",78.060755,,
"ITC","Nord-ovest","ACT_R","activity rate","1","males","Y15-64","15-64 years","99","total","ITL","italian","2019-Q1","Q1-2019",78.467208,,
"ITC","Nord-ovest","ACT_R","activity rate","1","males","Y15-64","15-64 years","99","total","ITL","italian","2019-Q2","Q2-2019",77.661314,,
"ITC","Nord-ovest","ACT_R","activity rate","1","males","Y15-64","15-64 years","99","total","ITL","italian","2019-Q4","Q4-2019",78.016256,,
"ITC","Nord-ovest","ACT_R","activity rate","1","males","Y15-64","15-64 years","99","total","ITL","italian","2019-Q3","Q3-2019",78.097458,,
"ITC","Nord-ovest","ACT_R","activity rate","1","males","Y15-64","15-64 years","99","total","ITL","italian","2020","2020",75.941225,,
"ITC","Nord-ovest","ACT_R","activity rate","1","males","Y15-64","15-64 years","99","total","ITL","italian","2020-Q2","Q2-2020",74.661943,,
"ITC","Nord-ovest","ACT_R","activity rate","1","males","Y15-64","15-64 years","99","total","ITL","italian","2020-Q1","Q1-2020",77.158323,,
"ITC","Nord-ovest","ACT_R","activity rate","1","males","Y15-64","15-64 years","99","total","ITL","italian","2020-Q3","Q3-2020",76.103333,,
"ITC","Nord-ovest","ACT_R","activity rate","1","males","Y15-64","15-64 years","99","total","ITL","italian","2020-Q4","Q4-2020",75.8374,,
"ITC","Nord-ovest","ACT_R","activity rate","1","males","Y15-64","15-64 years","99","total","ITL","italian","2021","2021",76.354831,,
"ITC","Nord-ovest","ACT_R","activity rate","1","males","Y15-64","15-64 years","99","total","ITL","italian","2022","2022",77.695857,,
"ITC","Nord-ovest","ACT_R","activity rate","1","males","Y15-64","15-64 years","99","total","ITL","italian","2021-Q1","Q1-2021",75.293355,,
"ITC","Nord-ovest","ACT_R","activity rate","1","males","Y15-64","15-64 years","99","total","ITL","italian","2021-Q2","Q2-2021",76.324439,,
"ITC","Nord-ovest","ACT_R","activity rate","1","males","Y15-64","15-64 years","99","total","ITL","italian","2021-Q3","Q3-2021",76.658402,,
"ITC","Nord-ovest","ACT_R","activity rate","1","males","Y15-64","15-64 years","99","total","ITL","italian","2021-Q4","Q4-2021",77.151736,,
"ITC","Nord-ovest","ACT_R","activity rate","1","males","Y15-64","15-64 years","99","total","ITL","italian","2022-Q1","Q1-2022",76.964807,,
"ITC","Nord-ovest","ACT_R","activity rate","1","males","Y15-64","15-64 years","99","total","ITL","italian","2022-Q2","Q2-2022",78.059297,,
"ITC","Nord-ovest","ACT_R","activity rate","1","males","Y15-64","15-64 years","99","total","ITL","italian","2022-Q3","Q3-2022",77.853127,,
"ITC","Nord-ovest","ACT_R","activity rate","1","males","Y15-64","15-64 years","99","total","ITL","italian","2022-Q4","Q4-2022",77.90714,,
"ITC","Nord-ovest","ACT_R","activity rate","2","females","Y15-64","15-64 years","7","upper and post secondary","ITL","italian","2018","2018",69.986697,,
"ITC","Nord-ovest","ACT_R","activity rate","2","females","Y15-64","15-64 years","7","upper and post secondary","ITL","italian","2019","2019",70.563499,,
"ITC","Nord-ovest","ACT_R","activity rate","2","females","Y15-64","15-64 years","7","upper and post secondary","ITL","italian","2020","2020",68.894034,,
"ITC","Nord-ovest","ACT_R","activity rate","2","females","Y15-64","15-64 years","7","upper and post secondary","ITL","italian","2021","2021",69.260569,,
"ITC","Nord-ovest","ACT_R","activity rate","2","females","Y15-64","15-64 years","7","upper and post secondary","ITL","italian","2022","2022",70.012001,,
"ITC","Nord-ovest","ACT_R","activity rate","2","females","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2018","2018",86.767562,,
"ITC","Nord-ovest","ACT_R","activity rate","2","females","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2019","2019",86.956657,,
"ITC","Nord-ovest","ACT_R","activity rate","2","females","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2020","2020",85.093803,,
"ITC","Nord-ovest","ACT_R","activity rate","2","females","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2021","2021",86.182754,,
"ITC","Nord-ovest","ACT_R","activity rate","2","females","Y15-64","15-64 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2022","2022",86.628045,,
