"ITTER107","Territory","TIPO_DATO_FOL","Data type","SEXISTAT1","Gender","ETA1","Age class","TITOLO_STUDIO","Highest level of education attained","CITTADINANZA","Citizenship","TIME","Select time","Value","Flag Codes","Flags"
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2020-Q4","Q4-2020",7.863103,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2021","2021",7.469522,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2022","2022",6.137924,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2021-Q1","Q1-2021",8.505331,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2021-Q2","Q2-2021",7.529367,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2021-Q3","Q3-2021",6.414843,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2021-Q4","Q4-2021",7.471756,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2022-Q1","Q1-2022",6.880047,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2022-Q2","Q2-2022",5.769123,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2022-Q3","Q3-2022",5.875851,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2022-Q4","Q4-2022",6.041311,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2018","2018",4.540736,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2018-Q2","Q2-2018",4.533754,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2018-Q1","Q1-2018",4.598847,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2018-Q4","Q4-2018",4.930284,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2018-Q3","Q3-2018",4.093564,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2019","2019",4.486642,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2019-Q1","Q1-2019",5.101305,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2019-Q2","Q2-2019",4.345771,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2019-Q4","Q4-2019",4.435994,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2019-Q3","Q3-2019",4.066866,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2020","2020",4.152443,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2020-Q2","Q2-2020",3.868987,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2020-Q1","Q1-2020",3.726219,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2020-Q3","Q3-2020",5.015654,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2020-Q4","Q4-2020",4.015207,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2021","2021",4.106914,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2022","2022",2.998379,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2021-Q1","Q1-2021",4.576261,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2021-Q2","Q2-2021",4.038157,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2021-Q3","Q3-2021",3.871836,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2021-Q4","Q4-2021",3.935767,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2022-Q1","Q1-2022",3.309232,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2022-Q2","Q2-2022",2.828851,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2022-Q3","Q3-2022",2.632694,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2022-Q4","Q4-2022",3.220576,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","99","total","ITL","italian","2018","2018",9.482468,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","99","total","ITL","italian","2018-Q2","Q2-2018",9.63456,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","99","total","ITL","italian","2018-Q1","Q1-2018",10.270988,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","99","total","ITL","italian","2018-Q4","Q4-2018",9.672325,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","99","total","ITL","italian","2018-Q3","Q3-2018",8.349666,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","99","total","ITL","italian","2019","2019",8.782304,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","99","total","ITL","italian","2019-Q1","Q1-2019",9.988836,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","99","total","ITL","italian","2019-Q2","Q2-2019",8.706025,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","99","total","ITL","italian","2019-Q4","Q4-2019",8.416152,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","99","total","ITL","italian","2019-Q3","Q3-2019",8.020041,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","99","total","ITL","italian","2020","2020",8.231663,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","99","total","ITL","italian","2020-Q2","Q2-2020",7.154383,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","99","total","ITL","italian","2020-Q1","Q1-2020",8.290181,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","99","total","ITL","italian","2020-Q3","Q3-2020",8.740039,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","99","total","ITL","italian","2020-Q4","Q4-2020",8.717348,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","99","total","ITL","italian","2021","2021",8.305249,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","99","total","ITL","italian","2022","2022",6.846702,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","99","total","ITL","italian","2021-Q1","Q1-2021",9.44228,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","99","total","ITL","italian","2021-Q2","Q2-2021",8.209918,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","99","total","ITL","italian","2021-Q3","Q3-2021",7.42559,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","99","total","ITL","italian","2021-Q4","Q4-2021",8.166785,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","99","total","ITL","italian","2022-Q1","Q1-2022",7.500206,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","99","total","ITL","italian","2022-Q2","Q2-2022",6.644925,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","99","total","ITL","italian","2022-Q3","Q3-2022",6.366595,,
"IT","Italy","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","99","total","ITL","italian","2022-Q4","Q4-2022",6.881521,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2018","2018",11.176419,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2018-Q2","Q2-2018",11.059399,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2018-Q1","Q1-2018",12.126636,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2018-Q4","Q4-2018",11.881125,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2018-Q3","Q3-2018",9.619892,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2019","2019",10.367756,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2019-Q1","Q1-2019",11.370996,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2019-Q2","Q2-2019",10.101783,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2019-Q4","Q4-2019",10.890626,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2019-Q3","Q3-2019",9.093952,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2020","2020",9.788951,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2020-Q2","Q2-2020",8.003081,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2020-Q1","Q1-2020",9.774537,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2020-Q3","Q3-2020",11.255968,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2020-Q4","Q4-2020",10.045925,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2021","2021",10.319221,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2022","2022",9.044581,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2021-Q1","Q1-2021",11.128025,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2021-Q2","Q2-2021",10.756957,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2021-Q3","Q3-2021",10.317649,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2021-Q4","Q4-2021",9.135042,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2022-Q1","Q1-2022",9.241838,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2022-Q2","Q2-2022",8.650322,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2022-Q3","Q3-2022",9.318633,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2022-Q4","Q4-2022",8.969478,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2018","2018",6.534998,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2018-Q2","Q2-2018",6.449647,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2018-Q1","Q1-2018",7.000649,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2018-Q4","Q4-2018",6.078202,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2018-Q3","Q3-2018",6.617819,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2019","2019",6.082059,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2019-Q1","Q1-2019",6.041943,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2019-Q2","Q2-2019",5.462889,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2019-Q4","Q4-2019",6.147693,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2019-Q3","Q3-2019",6.690853,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2020","2020",5.927084,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2020-Q2","Q2-2020",5.154761,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2020-Q1","Q1-2020",5.35019,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2020-Q3","Q3-2020",7.789708,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2020-Q4","Q4-2020",5.473331,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2021","2021",5.042475,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2022","2022",4.371815,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2021-Q1","Q1-2021",5.272816,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2021-Q2","Q2-2021",4.458989,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2021-Q3","Q3-2021",6.044851,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2021-Q4","Q4-2021",4.421369,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2022-Q1","Q1-2022",4.160793,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2022-Q2","Q2-2022",4.266362,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2022-Q3","Q3-2022",5.008416,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2022-Q4","Q4-2022",4.07971,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","99","total","ITL","italian","2018","2018",11.133423,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","99","total","ITL","italian","2018-Q2","Q2-2018",11.204243,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","99","total","ITL","italian","2018-Q1","Q1-2018",12.239911,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","99","total","ITL","italian","2018-Q4","Q4-2018",11.181542,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","99","total","ITL","italian","2018-Q3","Q3-2018",9.883856,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","99","total","ITL","italian","2019","2019",10.390607,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","99","total","ITL","italian","2019-Q1","Q1-2019",11.398752,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","99","total","ITL","italian","2019-Q2","Q2-2019",9.804315,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","99","total","ITL","italian","2019-Q4","Q4-2019",10.754209,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","99","total","ITL","italian","2019-Q3","Q3-2019",9.598888,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","99","total","ITL","italian","2020","2020",9.784049,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","99","total","ITL","italian","2020-Q2","Q2-2020",8.183745,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","99","total","ITL","italian","2020-Q1","Q1-2020",9.974588,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","99","total","ITL","italian","2020-Q3","Q3-2020",11.095658,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","99","total","ITL","italian","2020-Q4","Q4-2020",9.827303,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","99","total","ITL","italian","2021","2021",9.83339,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","99","total","ITL","italian","2022","2022",8.654032,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","99","total","ITL","italian","2021-Q1","Q1-2021",10.631165,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","99","total","ITL","italian","2021-Q2","Q2-2021",9.95424,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","99","total","ITL","italian","2021-Q3","Q3-2021",9.969369,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","99","total","ITL","italian","2021-Q4","Q4-2021",8.812377,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","99","total","ITL","italian","2022-Q1","Q1-2022",8.924498,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","99","total","ITL","italian","2022-Q2","Q2-2022",8.62498,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","99","total","ITL","italian","2022-Q3","Q3-2022",8.730949,,
"IT","Italy","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","99","total","ITL","italian","2022-Q4","Q4-2022",8.344355,,
"IT","Italy","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2018","2018",9.715354,,
"IT","Italy","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2018-Q2","Q2-2018",9.672737,,
"IT","Italy","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2018-Q1","Q1-2018",10.668097,,
"IT","Italy","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2018-Q4","Q4-2018",10.193404,,
"IT","Italy","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2018-Q3","Q3-2018",8.317645,,
"IT","Italy","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2019","2019",8.966533,,
"IT","Italy","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2019-Q1","Q1-2019",10.018154,,
"IT","Italy","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2019-Q2","Q2-2019",8.780003,,
"IT","Italy","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2019-Q4","Q4-2019",9.106024,,
"IT","Italy","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2019-Q3","Q3-2019",7.954466,,
"IT","Italy","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2020","2020",8.425699,,
"IT","Italy","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2020-Q2","Q2-2020",7.123211,,
"IT","Italy","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2020-Q1","Q1-2020",8.415357,,
"IT","Italy","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2020-Q3","Q3-2020",9.330657,,
"IT","Italy","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2020-Q4","Q4-2020",8.787617,,
"IT","Italy","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2021","2021",8.673861,,
"IT","Italy","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2022","2022",7.368649,,
"IT","Italy","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2021-Q1","Q1-2021",9.603446,,
"IT","Italy","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2021-Q2","Q2-2021",8.89183,,
"IT","Italy","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2021-Q3","Q3-2021",8.061315,,
"IT","Italy","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2021-Q4","Q4-2021",8.183,,
"IT","Italy","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2022-Q1","Q1-2022",7.879149,,
"IT","Italy","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2022-Q2","Q2-2022",6.980898,,
"IT","Italy","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2022-Q3","Q3-2022",7.329493,,
"IT","Italy","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","7","upper and post secondary","ITL","italian","2022-Q4","Q4-2022",7.293923,,
"IT","Italy","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2018","2018",5.631514,,
"IT","Italy","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2018-Q2","Q2-2018",5.583782,,
"IT","Italy","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2018-Q1","Q1-2018",5.924102,,
"IT","Italy","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2018-Q4","Q4-2018",5.555327,,
"IT","Italy","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2018-Q3","Q3-2018",5.465498,,
"IT","Italy","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","11","tertiary (university, doctoral and specialization courses)","ITL","italian","2019","2019",5.361949,,
